Year,Energy_Consumption,Industry,State
1978,74.5,Manufacturing,South Australia
1979,76.7,Manufacturing,South Australia
1980,69.1,Manufacturing,South Australia
1981,67.4,Manufacturing,South Australia
1982,61.6,Manufacturing,South Australia
1983,62.1,Manufacturing,South Australia
1984,67.4,Manufacturing,South Australia
1985,69.7,Manufacturing,South Australia
1986,70.3,Manufacturing,South Australia
1987,71.6,Manufacturing,South Australia
1988,73.3,Manufacturing,South Australia
1989,73.7,Manufacturing,South Australia
1990,75.3,Manufacturing,South Australia
1991,78.5,Manufacturing,South Australia
1992,77.3,Manufacturing,South Australia
1993,78.3,Manufacturing,South Australia
1994,79.8,Manufacturing,South Australia
1995,80.8,Manufacturing,South Australia
1996,79.1,Manufacturing,South Australia
1997,80.8,Manufacturing,South Australia
1998,78.3,Manufacturing,South Australia
1999,73.9,Manufacturing,South Australia
2000,68.4,Manufacturing,South Australia
2001,68.3,Manufacturing,South Australia
2002,76.4,Manufacturing,South Australia
2003,76.8,Manufacturing,South Australia
2004,74,Manufacturing,South Australia
2005,77.6,Manufacturing,South Australia
2006,80,Manufacturing,South Australia
2007,81.7,Manufacturing,South Australia
2008,68.4,Manufacturing,South Australia
2009,70.5,Manufacturing,South Australia
2010,69.3,Manufacturing,South Australia
2011,72.8,Manufacturing,South Australia
2012,68,Manufacturing,South Australia
2013,65.7,Manufacturing,South Australia
2014,63,Manufacturing,South Australia
2015,63.2,Manufacturing,South Australia
1973,30.3,Manufacturing,Tasmania
1974,28.9,Manufacturing,Tasmania
1975,27.7,Manufacturing,Tasmania
1976,31.3,Manufacturing,Tasmania
1977,32,Manufacturing,Tasmania
1978,35.1,Manufacturing,Tasmania
1979,37,Manufacturing,Tasmania
1980,35,Manufacturing,Tasmania
1981,36,Manufacturing,Tasmania
1982,34,Manufacturing,Tasmania
1983,33.7,Manufacturing,Tasmania
1984,35.2,Manufacturing,Tasmania
1985,35.2,Manufacturing,Tasmania
1986,34.4,Manufacturing,Tasmania
1987,38.1,Manufacturing,Tasmania
1988,39.3,Manufacturing,Tasmania
1989,39.6,Manufacturing,Tasmania
1990,40.2,Manufacturing,Tasmania
1991,38.2,Manufacturing,Tasmania
1992,37,Manufacturing,Tasmania
1993,38.5,Manufacturing,Tasmania
1994,38,Manufacturing,Tasmania
1995,37.9,Manufacturing,Tasmania
1996,39.7,Manufacturing,Tasmania
1997,40.3,Manufacturing,Tasmania
1998,40.1,Manufacturing,Tasmania
1999,39.8,Manufacturing,Tasmania
2000,35.8,Manufacturing,Tasmania
2001,37.2,Manufacturing,Tasmania
2002,36.9,Manufacturing,Tasmania
2003,37.1,Manufacturing,Tasmania
2004,39.8,Manufacturing,Tasmania
2005,38.5,Manufacturing,Tasmania
2006,40.7,Manufacturing,Tasmania
2007,40.5,Manufacturing,Tasmania
2008,45.6,Manufacturing,Tasmania
2009,44.4,Manufacturing,Tasmania
2010,44.2,Manufacturing,Tasmania
2011,40.9,Manufacturing,Tasmania
2012,45.2,Manufacturing,Tasmania
2013,45.4,Manufacturing,Tasmania
2014,45.7,Manufacturing,Tasmania
2015,44.3,Manufacturing,Tasmania
1973,14.3,Manufacturing,Northern Territory
1974,15.1,Manufacturing,Northern Territory
1975,15.3,Manufacturing,Northern Territory
1976,16.2,Manufacturing,Northern Territory
1977,16.6,Manufacturing,Northern Territory
1978,16,Manufacturing,Northern Territory
1979,16.3,Manufacturing,Northern Territory
1980,16.8,Manufacturing,Northern Territory
1981,14.3,Manufacturing,Northern Territory
1982,15.2,Manufacturing,Northern Territory
1983,16.4,Manufacturing,Northern Territory
1984,16.4,Manufacturing,Northern Territory
1985,15.5,Manufacturing,Northern Territory
1986,15.1,Manufacturing,Northern Territory
1987,17.3,Manufacturing,Northern Territory
1988,16.7,Manufacturing,Northern Territory
1989,16.3,Manufacturing,Northern Territory
1990,17.9,Manufacturing,Northern Territory
1991,18.9,Manufacturing,Northern Territory
1992,18.9,Manufacturing,Northern Territory
1993,19.2,Manufacturing,Northern Territory
1994,19.7,Manufacturing,Northern Territory
1995,19.8,Manufacturing,Northern Territory
1996,20.6,Manufacturing,Northern Territory
1997,20.1,Manufacturing,Northern Territory
1998,21.4,Manufacturing,Northern Territory
1999,22.2,Manufacturing,Northern Territory
2000,21.8,Manufacturing,Northern Territory
2001,21.7,Manufacturing,Northern Territory
2002,23,Manufacturing,Northern Territory
2003,23.1,Manufacturing,Northern Territory
2004,22.2,Manufacturing,Northern Territory
2005,22.1,Manufacturing,Northern Territory
2006,23.3,Manufacturing,Northern Territory
2007,27.1,Manufacturing,Northern Territory
2008,21.5,Manufacturing,Northern Territory
2009,23,Manufacturing,Northern Territory
2010,24,Manufacturing,Northern Territory
2011,24.1,Manufacturing,Northern Territory
2012,23.1,Manufacturing,Northern Territory
2013,17.8,Manufacturing,Northern Territory
2014,2.3,Manufacturing,Northern Territory
2015,1.1,Manufacturing,Northern Territory
1973,159.5,Electricity generation,New South Wales
1974,166,Electricity generation,New South Wales
1975,158.3,Electricity generation,New South Wales
1976,198.5,Electricity generation,New South Wales
1977,213.4,Electricity generation,New South Wales
1978,222.5,Electricity generation,New South Wales
1979,250.5,Electricity generation,New South Wales
1980,259.3,Electricity generation,New South Wales
1981,259.9,Electricity generation,New South Wales
1982,266.6,Electricity generation,New South Wales
1983,275.6,Electricity generation,New South Wales
1984,288.8,Electricity generation,New South Wales
1985,300.2,Electricity generation,New South Wales
1986,311.5,Electricity generation,New South Wales
1987,314.2,Electricity generation,New South Wales
1988,327.5,Electricity generation,New South Wales
1989,333.5,Electricity generation,New South Wales
1990,325.3,Electricity generation,New South Wales
1991,328.2,Electricity generation,New South Wales
1992,338.3,Electricity generation,New South Wales
1993,346.3,Electricity generation,New South Wales
1994,354,Electricity generation,New South Wales
1995,371.3,Electricity generation,New South Wales
1996,380.6,Electricity generation,New South Wales
1997,378.9,Electricity generation,New South Wales
1998,386.2,Electricity generation,New South Wales
1999,393.3,Electricity generation,New South Wales
2000,426.2,Electricity generation,New South Wales
2001,429.9,Electricity generation,New South Wales
2002,442.5,Electricity generation,New South Wales
2003,463.2,Electricity generation,New South Wales
2004,457,Electricity generation,New South Wales
2005,462.4,Electricity generation,New South Wales
2006,449.9,Electricity generation,New South Wales
2007,509.9,Electricity generation,New South Wales
2008,506.8,Electricity generation,New South Wales
2009,470.1,Electricity generation,New South Wales
2010,439.2,Electricity generation,New South Wales
2011,434.4,Electricity generation,New South Wales
2012,406.7,Electricity generation,New South Wales
2013,384.9,Electricity generation,New South Wales
2014,377.2,Electricity generation,New South Wales
2015,414.1,Electricity generation,New South Wales
1973,193.4,Electricity generation,Victoria
1974,200.1,Electricity generation,Victoria
1975,215.8,Electricity generation,Victoria
1976,235.6,Electricity generation,Victoria
1977,234.6,Electricity generation,Victoria
1978,253.9,Electricity generation,Victoria
1979,267.7,Electricity generation,Victoria
1980,281.3,Electricity generation,Victoria
1981,332.4,Electricity generation,Victoria
1982,295.1,Electricity generation,Victoria
1983,288.8,Electricity generation,Victoria
1984,309.9,Electricity generation,Victoria
1985,294.6,Electricity generation,Victoria
1986,325.4,Electricity generation,Victoria
1987,333.4,Electricity generation,Victoria
1988,385.7,Electricity generation,Victoria
1989,377.5,Electricity generation,Victoria
1990,387.6,Electricity generation,Victoria
1991,402.8,Electricity generation,Victoria
1992,382.9,Electricity generation,Victoria
1993,377,Electricity generation,Victoria
1994,400,Electricity generation,Victoria
1995,415.7,Electricity generation,Victoria
1996,425.9,Electricity generation,Victoria
1997,485.8,Electricity generation,Victoria
1998,525.3,Electricity generation,Victoria
1999,525.4,Electricity generation,Victoria
2000,530.8,Electricity generation,Victoria
2001,541.5,Electricity generation,Victoria
2002,508.4,Electricity generation,Victoria
2003,524.4,Electricity generation,Victoria
2004,533.5,Electricity generation,Victoria
2005,554.8,Electricity generation,Victoria
2006,539.9,Electricity generation,Victoria
2007,542.1,Electricity generation,Victoria
2008,555.7,Electricity generation,Victoria
2009,549.2,Electricity generation,Victoria
2010,535.1,Electricity generation,Victoria
2011,557,Electricity generation,Victoria
2012,508.1,Electricity generation,Victoria
2013,500.5,Electricity generation,Victoria
2014,529.5,Electricity generation,Victoria
2015,511.1,Electricity generation,Victoria
1973,64,Electricity generation,Queensland
1974,71.6,Electricity generation,Queensland
1975,73.4,Electricity generation,Queensland
1976,78.7,Electricity generation,Queensland
1977,92,Electricity generation,Queensland
1978,92.3,Electricity generation,Queensland
1979,97.4,Electricity generation,Queensland
1980,106,Electricity generation,Queensland
1981,117.3,Electricity generation,Queensland
1982,132.5,Electricity generation,Queensland
1983,146.5,Electricity generation,Queensland
1984,160.1,Electricity generation,Queensland
1985,157.1,Electricity generation,Queensland
1986,157.7,Electricity generation,Queensland
1987,159.2,Electricity generation,Queensland
1988,166.1,Electricity generation,Queensland
1989,172.2,Electricity generation,Queensland
1990,176.3,Electricity generation,Queensland
1991,186.5,Electricity generation,Queensland
1992,199.3,Electricity generation,Queensland
1993,201.6,Electricity generation,Queensland
1994,219.2,Electricity generation,Queensland
1995,235.8,Electricity generation,Queensland
1996,241,Electricity generation,Queensland
1997,274.5,Electricity generation,Queensland
1998,288.4,Electricity generation,Queensland
1999,285.7,Electricity generation,Queensland
2000,317.1,Electricity generation,Queensland
2001,334.1,Electricity generation,Queensland
2002,371.3,Electricity generation,Queensland
2003,415.5,Electricity generation,Queensland
2004,457.9,Electricity generation,Queensland
2005,464.3,Electricity generation,Queensland
2006,536.8,Electricity generation,Queensland
2007,477.7,Electricity generation,Queensland
2008,499.9,Electricity generation,Queensland
2009,411.4,Electricity generation,Queensland
2010,361,Electricity generation,Queensland
2011,396.9,Electricity generation,Queensland
2012,373.8,Electricity generation,Queensland
2013,367.4,Electricity generation,Queensland
2014,418.1,Electricity generation,Queensland
2015,423.8,Electricity generation,Queensland
1973,39.2,Electricity generation,Western Australia
1974,45.1,Electricity generation,Western Australia
1975,49,Electricity generation,Western Australia
1976,52.3,Electricity generation,Western Australia
1977,53.1,Electricity generation,Western Australia
1978,54.9,Electricity generation,Western Australia
1979,57.2,Electricity generation,Western Australia
1980,59.4,Electricity generation,Western Australia
1981,58.7,Electricity generation,Western Australia
1982,60.1,Electricity generation,Western Australia
1983,62.8,Electricity generation,Western Australia
1984,65,Electricity generation,Western Australia
1985,67.3,Electricity generation,Western Australia
1986,71.4,Electricity generation,Western Australia
1987,80.1,Electricity generation,Western Australia
1988,89.8,Electricity generation,Western Australia
1989,99.4,Electricity generation,Western Australia
1990,102.4,Electricity generation,Western Australia
1991,102.4,Electricity generation,Western Australia
1992,102.9,Electricity generation,Western Australia
1993,109.1,Electricity generation,Western Australia
1994,116.8,Electricity generation,Western Australia
1995,122.5,Electricity generation,Western Australia
1996,127.3,Electricity generation,Western Australia
1997,133.8,Electricity generation,Western Australia
1998,126,Electricity generation,Western Australia
1999,130.2,Electricity generation,Western Australia
2000,142.2,Electricity generation,Western Australia
2001,145.2,Electricity generation,Western Australia
2002,150.7,Electricity generation,Western Australia
2003,156.7,Electricity generation,Western Australia
2004,158.8,Electricity generation,Western Australia
2005,156.1,Electricity generation,Western Australia
2006,162.7,Electricity generation,Western Australia
2007,170.3,Electricity generation,Western Australia
2008,232.6,Electricity generation,Western Australia
2009,219.7,Electricity generation,Western Australia
2010,238,Electricity generation,Western Australia
2011,235.1,Electricity generation,Western Australia
2012,231,Electricity generation,Western Australia
2013,242.2,Electricity generation,Western Australia
2014,260.6,Electricity generation,Western Australia
2015,280.2,Electricity generation,Western Australia
1973,46.6,Electricity generation,South Australia
1974,50.2,Electricity generation,South Australia
1975,55,Electricity generation,South Australia
1976,61.5,Electricity generation,South Australia
1977,60.4,Electricity generation,South Australia
1978,60,Electricity generation,South Australia
1979,60.5,Electricity generation,South Australia
1980,60.9,Electricity generation,South Australia
1981,64.2,Electricity generation,South Australia
1982,62.4,Electricity generation,South Australia
1983,59.4,Electricity generation,South Australia
1984,64.2,Electricity generation,South Australia
1985,64.1,Electricity generation,South Australia
1986,59.9,Electricity generation,South Australia
1987,62.2,Electricity generation,South Australia
1988,64.8,Electricity generation,South Australia
1989,64.6,Electricity generation,South Australia
1990,53,Electricity generation,South Australia
1991,58.3,Electricity generation,South Australia
1992,58.9,Electricity generation,South Australia
1993,61.5,Electricity generation,South Australia
1994,57.5,Electricity generation,South Australia
1995,49.9,Electricity generation,South Australia
1996,51.9,Electricity generation,South Australia
1997,56.5,Electricity generation,South Australia
1998,70,Electricity generation,South Australia
1999,72.6,Electricity generation,South Australia
2000,77.5,Electricity generation,South Australia
2001,77.8,Electricity generation,South Australia
2002,83.9,Electricity generation,South Australia
2003,92.9,Electricity generation,South Australia
2004,85.1,Electricity generation,South Australia
2005,77,Electricity generation,South Australia
2006,102.4,Electricity generation,South Australia
2007,96.9,Electricity generation,South Australia
2008,92.3,Electricity generation,South Australia
2009,76.3,Electricity generation,South Australia
2010,80.6,Electricity generation,South Australia
2011,71.8,Electricity generation,South Australia
2012,62.5,Electricity generation,South Australia
2013,55.9,Electricity generation,South Australia
2014,57,Electricity generation,South Australia
2015,66.8,Electricity generation,South Australia
1973,2.7,Electricity generation,Tasmania
1974,3.1,Electricity generation,Tasmania
1975,3.5,Electricity generation,Tasmania
1976,2.4,Electricity generation,Tasmania
1977,3.2,Electricity generation,Tasmania
1978,2.3,Electricity generation,Tasmania
1979,2.8,Electricity generation,Tasmania
1980,4,Electricity generation,Tasmania
1981,5.1,Electricity generation,Tasmania
1982,5,Electricity generation,Tasmania
1983,4.9,Electricity generation,Tasmania
1984,3.9,Electricity generation,Tasmania
1985,3.1,Electricity generation,Tasmania
1986,3.1,Electricity generation,Tasmania
1987,3,Electricity generation,Tasmania
1988,3.4,Electricity generation,Tasmania
1989,7.4,Electricity generation,Tasmania
1990,8.7,Electricity generation,Tasmania
1991,2.9,Electricity generation,Tasmania
1992,2.7,Electricity generation,Tasmania
1993,2.7,Electricity generation,Tasmania
1994,2.7,Electricity generation,Tasmania
1995,2.9,Electricity generation,Tasmania
1996,3,Electricity generation,Tasmania
1997,3,Electricity generation,Tasmania
1998,3.3,Electricity generation,Tasmania
1999,2.2,Electricity generation,Tasmania
2000,3.8,Electricity generation,Tasmania
2001,3.8,Electricity generation,Tasmania
2002,5.2,Electricity generation,Tasmania
2003,6.1,Electricity generation,Tasmania
2004,7.1,Electricity generation,Tasmania
2005,9.8,Electricity generation,Tasmania
2006,10.2,Electricity generation,Tasmania
2007,10.9,Electricity generation,Tasmania
2008,7.4,Electricity generation,Tasmania
2009,8.6,Electricity generation,Tasmania
2010,10.8,Electricity generation,Tasmania
2011,9.7,Electricity generation,Tasmania
2012,10.4,Electricity generation,Tasmania
2013,7.2,Electricity generation,Tasmania
2014,3.7,Electricity generation,Tasmania
2015,8.2,Electricity generation,Tasmania
1973,4.2,Electricity generation,Northern Territory
1974,4.3,Electricity generation,Northern Territory
1975,4.8,Electricity generation,Northern Territory
1976,5.2,Electricity generation,Northern Territory
1977,5.9,Electricity generation,Northern Territory
1978,5.7,Electricity generation,Northern Territory
1979,7.3,Electricity generation,Northern Territory
1980,7.1,Electricity generation,Northern Territory
1981,7.7,Electricity generation,Northern Territory
1982,8,Electricity generation,Northern Territory
1983,8.5,Electricity generation,Northern Territory
1984,9,Electricity generation,Northern Territory
1985,9.8,Electricity generation,Northern Territory
1986,10.5,Electricity generation,Northern Territory
1987,10.3,Electricity generation,Northern Territory
1988,10.4,Electricity generation,Northern Territory
1989,11.4,Electricity generation,Northern Territory
1990,11.8,Electricity generation,Northern Territory
1991,11.8,Electricity generation,Northern Territory
1992,11.5,Electricity generation,Northern Territory
1993,11.5,Electricity generation,Northern Territory
1994,12.4,Electricity generation,Northern Territory
1995,13.9,Electricity generation,Northern Territory
1996,14.4,Electricity generation,Northern Territory
1997,14.8,Electricity generation,Northern Territory
1998,16.5,Electricity generation,Northern Territory
1999,18.1,Electricity generation,Northern Territory
2000,15.6,Electricity generation,Northern Territory
2001,15.8,Electricity generation,Northern Territory
2002,4.8,Electricity generation,Northern Territory
2003,6,Electricity generation,Northern Territory
2004,7,Electricity generation,Northern Territory
2005,6.3,Electricity generation,Northern Territory
2006,5.8,Electricity generation,Northern Territory
2007,16.2,Electricity generation,Northern Territory
2008,21.3,Electricity generation,Northern Territory
2009,23.9,Electricity generation,Northern Territory
2010,22.5,Electricity generation,Northern Territory
2011,22.7,Electricity generation,Northern Territory
2012,22.3,Electricity generation,Northern Territory
2013,23,Electricity generation,Northern Territory
2014,24.3,Electricity generation,Northern Territory
2015,23.4,Electricity generation,Northern Territory
1973,6.2,Construction,New South Wales
1974,7.3,Construction,New South Wales
1975,6.7,Construction,New South Wales
1976,8.1,Construction,New South Wales
1977,8,Construction,New South Wales
1978,7.8,Construction,New South Wales
1979,7.4,Construction,New South Wales
1980,6.6,Construction,New South Wales
1981,4.9,Construction,New South Wales
1982,3.5,Construction,New South Wales
1983,3.4,Construction,New South Wales
1984,5,Construction,New South Wales
1985,7.8,Construction,New South Wales
1986,6.7,Construction,New South Wales
1987,7.3,Construction,New South Wales
1988,7.2,Construction,New South Wales
1989,7.3,Construction,New South Wales
1990,7.1,Construction,New South Wales
1991,6.9,Construction,New South Wales
1992,6.6,Construction,New South Wales
1993,6.4,Construction,New South Wales
1994,6.2,Construction,New South Wales
1995,6,Construction,New South Wales
1996,5.8,Construction,New South Wales
1997,5.6,Construction,New South Wales
1998,5.4,Construction,New South Wales
1999,5.3,Construction,New South Wales
2000,5.1,Construction,New South Wales
2001,5.2,Construction,New South Wales
2002,5,Construction,New South Wales
2003,4.1,Construction,New South Wales
2004,3.6,Construction,New South Wales
2005,4.8,Construction,New South Wales
2006,4.8,Construction,New South Wales
2007,4.8,Construction,New South Wales
2008,4.7,Construction,New South Wales
2009,4.6,Construction,New South Wales
2010,4.6,Construction,New South Wales
2011,4.6,Construction,New South Wales
2012,4.5,Construction,New South Wales
2013,4.5,Construction,New South Wales
2014,4.6,Construction,New South Wales
2015,3.8,Construction,New South Wales
1973,6,Construction,Victoria
1974,7.1,Construction,Victoria
1975,9.2,Construction,Victoria
1976,12.8,Construction,Victoria
1977,12.2,Construction,Victoria
1978,12.7,Construction,Victoria
1979,9,Construction,Victoria
1980,6.5,Construction,Victoria
1981,6.7,Construction,Victoria
1982,8,Construction,Victoria
1983,7.9,Construction,Victoria
1984,7.6,Construction,Victoria
1985,7.1,Construction,Victoria
1986,8.5,Construction,Victoria
1987,9.4,Construction,Victoria
1988,9.9,Construction,Victoria
1989,9.8,Construction,Victoria
1990,7.9,Construction,Victoria
1991,7.6,Construction,Victoria
1992,7.4,Construction,Victoria
1993,7.1,Construction,Victoria
1994,6.8,Construction,Victoria
1995,6.6,Construction,Victoria
1996,6.4,Construction,Victoria
1997,7.5,Construction,Victoria
1998,7.4,Construction,Victoria
1999,7.3,Construction,Victoria
2000,7.3,Construction,Victoria
2001,7.3,Construction,Victoria
2002,7.3,Construction,Victoria
2003,7.2,Construction,Victoria
2004,7.1,Construction,Victoria
2005,5.8,Construction,Victoria
2006,5.7,Construction,Victoria
2007,5.7,Construction,Victoria
2008,5.5,Construction,Victoria
2009,5.5,Construction,Victoria
2010,5.4,Construction,Victoria
2011,5.3,Construction,Victoria
2012,5.2,Construction,Victoria
2013,5.2,Construction,Victoria
2014,5.9,Construction,Victoria
2015,4.8,Construction,Victoria
1973,6.8,Construction,Queensland
1974,6.9,Construction,Queensland
1975,6.1,Construction,Queensland
1976,7.4,Construction,Queensland
1977,8.5,Construction,Queensland
1978,9.3,Construction,Queensland
1979,10.9,Construction,Queensland
1980,12.2,Construction,Queensland
1981,15.5,Construction,Queensland
1982,11.2,Construction,Queensland
1983,10.9,Construction,Queensland
1984,9,Construction,Queensland
1985,10,Construction,Queensland
1986,10.2,Construction,Queensland
1987,13,Construction,Queensland
1988,13.3,Construction,Queensland
1989,13.6,Construction,Queensland
1990,12.7,Construction,Queensland
1991,12.2,Construction,Queensland
1992,11.8,Construction,Queensland
1993,11.4,Construction,Queensland
1994,11,Construction,Queensland
1995,10.6,Construction,Queensland
1996,10.3,Construction,Queensland
1997,9.9,Construction,Queensland
1998,9.5,Construction,Queensland
1999,9.2,Construction,Queensland
2000,9.2,Construction,Queensland
2001,9.4,Construction,Queensland
2002,9.1,Construction,Queensland
2003,9.1,Construction,Queensland
2004,9.4,Construction,Queensland
2005,7.5,Construction,Queensland
2006,7.3,Construction,Queensland
2007,7.4,Construction,Queensland
2008,7.2,Construction,Queensland
2009,7.1,Construction,Queensland
2010,7.1,Construction,Queensland
2011,7.1,Construction,Queensland
2012,7.2,Construction,Queensland
2013,7.2,Construction,Queensland
2014,7,Construction,Queensland
2015,7.1,Construction,Queensland
1973,4.1,Construction,Western Australia
1974,4,Construction,Western Australia
1975,3.4,Construction,Western Australia
1976,3.7,Construction,Western Australia
1977,3.9,Construction,Western Australia
1978,4.2,Construction,Western Australia
1979,5.7,Construction,Western Australia
1980,6.5,Construction,Western Australia
1981,5.8,Construction,Western Australia
1982,6.4,Construction,Western Australia
1983,5.7,Construction,Western Australia
1984,4.9,Construction,Western Australia
1985,4.8,Construction,Western Australia
1986,4.6,Construction,Western Australia
1987,4.7,Construction,Western Australia
1988,5.8,Construction,Western Australia
1989,5.4,Construction,Western Australia
1990,5,Construction,Western Australia
1991,4.8,Construction,Western Australia
1992,4.7,Construction,Western Australia
1993,4.5,Construction,Western Australia
1994,4.4,Construction,Western Australia
1995,4.2,Construction,Western Australia
1996,4,Construction,Western Australia
1997,3.9,Construction,Western Australia
1998,3.7,Construction,Western Australia
1999,3.6,Construction,Western Australia
2000,3.5,Construction,Western Australia
2001,3.4,Construction,Western Australia
2002,3.2,Construction,Western Australia
2003,3.6,Construction,Western Australia
2004,3.7,Construction,Western Australia
2005,4.6,Construction,Western Australia
2006,4.8,Construction,Western Australia
2007,4.8,Construction,Western Australia
2008,4.7,Construction,Western Australia
2009,4.6,Construction,Western Australia
2010,4.6,Construction,Western Australia
2011,4.6,Construction,Western Australia
2012,4.6,Construction,Western Australia
2013,4.7,Construction,Western Australia
2014,4.5,Construction,Western Australia
2015,4.3,Construction,Western Australia
1973,1.9,Construction,South Australia
1974,2.2,Construction,South Australia
1975,2.5,Construction,South Australia
1976,2.8,Construction,South Australia
1977,1.9,Construction,South Australia
1978,2.2,Construction,South Australia
1979,3.6,Construction,South Australia
1980,3.1,Construction,South Australia
1981,4.5,Construction,South Australia
1982,4,Construction,South Australia
1983,3.2,Construction,South Australia
1984,2.5,Construction,South Australia
1985,2.2,Construction,South Australia
1986,2.5,Construction,South Australia
1987,2.6,Construction,South Australia
1988,2.7,Construction,South Australia
1989,2.9,Construction,South Australia
1990,2.4,Construction,South Australia
1991,2.3,Construction,South Australia
1992,2.2,Construction,South Australia
1993,2.1,Construction,South Australia
1994,2,Construction,South Australia
1995,2,Construction,South Australia
1996,1.9,Construction,South Australia
1997,1.8,Construction,South Australia
1998,1.8,Construction,South Australia
1999,1.7,Construction,South Australia
2000,1.6,Construction,South Australia
2001,1.7,Construction,South Australia
2002,1.7,Construction,South Australia
2003,1.6,Construction,South Australia
2004,2.1,Construction,South Australia
2005,1.8,Construction,South Australia
2006,1.8,Construction,South Australia
2007,1.7,Construction,South Australia
2008,1.7,Construction,South Australia
2009,1.7,Construction,South Australia
2010,1.7,Construction,South Australia
2011,1.6,Construction,South Australia
2012,1.6,Construction,South Australia
2013,1.6,Construction,South Australia
2014,1.5,Construction,South Australia
2015,1.5,Construction,South Australia
1973,0.7,Construction,Tasmania
1974,0.7,Construction,Tasmania
1975,0.8,Construction,Tasmania
1976,0.8,Construction,Tasmania
1977,0.7,Construction,Tasmania
1978,1.1,Construction,Tasmania
1979,1.4,Construction,Tasmania
1980,1.4,Construction,Tasmania
1981,1.2,Construction,Tasmania
1982,1.1,Construction,Tasmania
1983,1.2,Construction,Tasmania
1984,1.2,Construction,Tasmania
1985,1.5,Construction,Tasmania
1986,1.2,Construction,Tasmania
1987,1.2,Construction,Tasmania
1988,1.4,Construction,Tasmania
1989,1.1,Construction,Tasmania
1990,1.1,Construction,Tasmania
1991,1.1,Construction,Tasmania
1992,1.1,Construction,Tasmania
1993,1,Construction,Tasmania
1994,1,Construction,Tasmania
1995,0.9,Construction,Tasmania
1996,0.9,Construction,Tasmania
1997,0.9,Construction,Tasmania
1998,0.9,Construction,Tasmania
1999,0.8,Construction,Tasmania
2000,0.8,Construction,Tasmania
2001,0.8,Construction,Tasmania
2002,0.7,Construction,Tasmania
2003,1.2,Construction,Tasmania
2004,1.5,Construction,Tasmania
2005,1.5,Construction,Tasmania
2006,1.6,Construction,Tasmania
2007,1.6,Construction,Tasmania
2008,1.6,Construction,Tasmania
2009,1.5,Construction,Tasmania
2010,1.5,Construction,Tasmania
2011,1.5,Construction,Tasmania
2012,1.5,Construction,Tasmania
2013,1.5,Construction,Tasmania
2014,1.5,Construction,Tasmania
2015,1.5,Construction,Tasmania
1973,0.2,Construction,Northern Territory
1974,0.7,Construction,Northern Territory
1975,0.3,Construction,Northern Territory
1976,0.3,Construction,Northern Territory
1977,0.3,Construction,Northern Territory
1978,0.4,Construction,Northern Territory
1979,0.4,Construction,Northern Territory
1980,1.4,Construction,Northern Territory
1981,0.4,Construction,Northern Territory
1982,0.8,Construction,Northern Territory
1983,0.9,Construction,Northern Territory
1984,0.9,Construction,Northern Territory
1985,1.3,Construction,Northern Territory
1986,1.2,Construction,Northern Territory
1987,1.1,Construction,Northern Territory
1988,1.2,Construction,Northern Territory
1989,0.9,Construction,Northern Territory
1990,1,Construction,Northern Territory
1991,1,Construction,Northern Territory
1992,0.9,Construction,Northern Territory
1993,0.9,Construction,Northern Territory
1994,0.9,Construction,Northern Territory
1995,0.8,Construction,Northern Territory
1996,0.8,Construction,Northern Territory
1997,0.8,Construction,Northern Territory
1998,0.7,Construction,Northern Territory
1999,0.7,Construction,Northern Territory
2000,0.7,Construction,Northern Territory
2001,0.7,Construction,Northern Territory
2002,0.6,Construction,Northern Territory
2003,0.5,Construction,Northern Territory
2004,0.5,Construction,Northern Territory
2005,0.4,Construction,Northern Territory
2006,0.4,Construction,Northern Territory
2007,0.4,Construction,Northern Territory
2008,0.4,Construction,Northern Territory
2009,0.3,Construction,Northern Territory
2010,0.3,Construction,Northern Territory
2011,0.3,Construction,Northern Territory
2012,0.3,Construction,Northern Territory
2013,0.4,Construction,Northern Territory
2014,0.5,Construction,Northern Territory
2015,0.5,Construction,Northern Territory
1973,239.7,Transport,New South Wales
1974,246.8,Transport,New South Wales
1975,248.8,Transport,New South Wales
1976,259.8,Transport,New South Wales
1977,275.8,Transport,New South Wales
1978,276,Transport,New South Wales
1979,283.9,Transport,New South Wales
1980,289.9,Transport,New South Wales
1981,292.8,Transport,New South Wales
1982,281.6,Transport,New South Wales
1983,297.3,Transport,New South Wales
1984,302,Transport,New South Wales
1985,305,Transport,New South Wales
1986,306.1,Transport,New South Wales
1987,321.6,Transport,New South Wales
1988,333.9,Transport,New South Wales
1989,332.3,Transport,New South Wales
1990,334.5,Transport,New South Wales
1991,342,Transport,New South Wales
1992,350.1,Transport,New South Wales
1993,356.9,Transport,New South Wales
1994,377.1,Transport,New South Wales
1995,394.9,Transport,New South Wales
1996,397,Transport,New South Wales
1997,399.2,Transport,New South Wales
1998,406.6,Transport,New South Wales
1999,421.3,Transport,New South Wales
2000,412.4,Transport,New South Wales
2001,401,Transport,New South Wales
2002,418.5,Transport,New South Wales
2003,438.5,Transport,New South Wales
2004,450.8,Transport,New South Wales
2005,456.5,Transport,New South Wales
2006,471.8,Transport,New South Wales
2007,483.2,Transport,New South Wales
2008,479.1,Transport,New South Wales
2009,498.5,Transport,New South Wales
2010,504.9,Transport,New South Wales
2011,506.6,Transport,New South Wales
2012,513.3,Transport,New South Wales
